monkey_id,body,face
4805,"(777, 2338, 2993, 5472)","(1000, 2381, 2130, 3647)"
4806,"(784, 1482, 2950, 5381)","(777, 1482, 1669, 2439)"
4807,"(180, 986, 1367, 5472)","(223, 1942, 943, 2899)"
4808,"(1288, 1180, 3008, 5472)","(1453, 1173, 2454, 2259)"
4809,"(1410, 1964, 3188, 5417)","(1439, 1978, 2518, 3144)"
4810,"(561, 1331, 3324, 4410)","(561, 3180, 1619, 4381)"
4811,"(1288, 1489, 3144, 5050)","(1446, 1511, 2231, 2230)"
4812,"(1047, 475, 3572, 3325)","(1867, 518, 2839, 1598)"
4813,"(655, 1503, 3101, 5079)","(1007, 1518, 2087, 2633)"
4814,"(0, 1683, 367, 3849)",
4815,"(1353, 3014, 2187, 4230)","(1432, 3021, 1972, 3561)"
4816,"(1295, 1604, 2346, 2913)","(1396, 1597, 2108, 2316)"
4817,"(1144, 2021, 2806, 4381)","(1878, 2036, 2461, 2820)"
4818,"(971, 3050, 1849, 4309)","(1043, 3050, 1583, 3640)"
4819,"(194, 1561, 2065, 3669)","(1115, 1568, 1856, 2266)"
4820,"(784, 2122, 2446, 4431)","(1482, 2136, 2101, 2949)"
4821,"(1015, 2007, 3058, 4064)","(1223, 2036, 1806, 2597)"
4822,"(187, 2180, 3036, 5244)","(619, 2208, 1425, 3057)"
4823,"(1497, 2957, 3288, 4424)","(1518, 2971, 2216, 3554)"
4824,"(432, 2065, 3411, 4791)","(1173, 2079, 2137, 3079)"
4825,"(1022, 3014, 2497, 5021)","(1310, 3036, 1957, 3640)"
4826,"(511, 1885, 3526, 4661)","(1086, 2100, 2065, 3028)"
4827,"(935, 2590, 2698, 4712)","(1360, 2734, 2000, 3374)"
4828,"(360, 1842, 3382, 4618)","(921, 1942, 1885, 2798)"
4829,"(345, 2511, 1389, 4496)","(655, 2518, 1230, 3129)"
4830,"(403, 1151, 3497, 4410)","(1583, 1173, 2446, 2144)"
4831,"(971, 2870, 2058, 4762)","(1007, 2863, 1712, 3403)"
4832,"(885, 1726, 3648, 4676)","(1266, 1712, 2216, 2662)"
4833,"(0, 1885, 324, 4287)","(0, 1913, 223, 2475)"
4834,"(1381, 1069, 4134, 3648)","(2288, 1069, 3130, 2191)"
4835,"(1425, 626, 3983, 3648)","(2180, 669, 3249, 1554)"
4836,"(712, 2302, 1964, 4654)","(770, 2323, 1468, 2913)"
4837,"(691, 1575, 2785, 4093)","(1238, 1633, 2151, 2561)"
4838,"(281, 216, 2446, 5472)","(396, 252, 1928, 1734)"
4839,"(698, 317, 3324, 5472)","(820, 317, 2346, 1885)"
4840,"(360, 575, 3029, 5472)","(1029, 655, 2756, 2467)"
4841,"(878, 892, 3051, 5472)","(1820, 964, 2928, 1928)"
4842,"(331, 2662, 3188, 4582)","(1921, 2669, 2504, 3287)"
4843,"(1151, 2014, 2295, 3849)","(1475, 2014, 1993, 2546)"
4844,"(1051, 2266, 2223, 4122)","(1353, 2302, 1900, 2841)"
4845,"(1051, 2021, 2245, 3798)","(1396, 2007, 1907, 2561)"
4846,"(475, 2604, 2972, 4992)",
4847,"(0, 0, 3497, 5472)","(518, 813, 1957, 1798)"
4848,"(108, 0, 3648, 5472)","(353, 489, 1878, 1899)"
4849,"(1781, 1220, 4350, 3368)","(3152, 1241, 3885, 1997)"
4850,"(1921, 853, 4414, 3012)","(2752, 874, 3324, 1317)"
4851,"(0, 1165, 655, 4172)","(0, 1223, 619, 2165)"
4852,"(0, 719, 3267, 5021)","(727, 719, 2374, 2345)"
4853,"(0, 1108, 3180, 5472)","(604, 1101, 2238, 2748)"
4854,"(281, 248, 3724, 3433)","(1317, 216, 2601, 1457)"
4855,"(550, 130, 3518, 3411)","(1425, 162, 2687, 1403)"
4856,"(809, 972, 3907, 3648)","(1500, 1425, 2698, 2558)"
4857,"(0, 615, 5342, 3648)","(3044, 648, 4393, 1911)"
4858,"(1068, 410, 3313, 3541)","(1543, 389, 2871, 1792)"
4859,"(691, 324, 3227, 3648)","(1371, 356, 2957, 1673)"
4860,"(842, 799, 3357, 3648)","(1392, 864, 2720, 2342)"
4861,"(702, 518, 3152, 3530)","(1155, 691, 2418, 2127)"
4862,"(1554, 389, 4080, 3249)","(1792, 561, 2741, 1662)"
4863,"(1500, 723, 3778, 3648)","(1943, 702, 3508, 1911)"
4864,"(1694, 464, 3572, 3260)","(1889, 486, 2806, 1220)"
4865,"(1608, 529, 3551, 3584)","(1878, 561, 2817, 1446)"
4866,"(1759, 324, 3691, 2807)","(1878, 475, 2698, 1349)"
4867,"(1533, 669, 3475, 2828)","(1641, 853, 2428, 1738)"
4868,"(1889, 0, 3929, 2548)","(1921, 22, 2795, 831)"
4869,"(1748, 205, 3734, 2904)","(1835, 248, 2698, 1069)"
4870,"(1705, 151, 3713, 2947)","(1846, 151, 2763, 972)"
4871,"(1435, 410, 3270, 3368)","(1748, 421, 2547, 1241)"
4872,"(1500, 281, 3572, 2429)","(1651, 378, 2310, 1231)"
4873,"(619, 1503, 3648, 5472)","(1979, 1554, 3094, 2618)"
4874,"(0, 180, 3648, 5472)","(712, 180, 2576, 2359)"
4875,"(58, 417, 3648, 5251)","(381, 575, 2202, 2611)"
4876,"(0, 0, 3648, 5472)","(1381, 0, 3087, 1770)"
4877,"(0, 0, 3648, 5472)","(993, 0, 2892, 2065)"
4878,"(108, 971, 3648, 5472)","(1533, 1000, 3209, 2719)"
4879,"(101, 734, 3648, 5158)","(1461, 777, 3051, 2640)"
4880,"(36, 561, 3504, 4877)","(1015, 532, 2612, 2129)"
4881,"(165, 460, 3267, 4899)","(849, 511, 2338, 2309)"
4882,"(122, 0, 3648, 5122)","(648, 0, 2231, 1741)"
4883,"(1605, 2050, 3598, 4338)","(2475, 2057, 3612, 3050)"
4884,"(806, 252, 3648, 4661)","(928, 216, 2389, 1806)"
4885,"(1583, 2244, 3461, 4525)","(2353, 2223, 3475, 3208)"
4886,"(734, 540, 3648, 5028)","(770, 554, 2087, 2136)"
4887,"(806, 237, 3360, 5472)","(1245, 259, 2727, 1827)"
4888,"(583, 2949, 2533, 5472)","(1540, 3172, 2533, 4014)"
4889,"(554, 1726, 2497, 4417)","(1468, 1770, 2338, 2741)"
4890,,
4891,"(1738, 756, 3831, 3595)","(2849, 745, 3788, 1673)"
4892,"(2407, 497, 4900, 3648)","(2785, 551, 4220, 2127)"
4893,"(2536, 0, 5051, 3648)","(3486, 0, 4932, 1392)"
4894,"(1576, 0, 3821, 2882)","(1597, 0, 2353, 604)"
4895,"(1166, 864, 4382, 3573)","(1306, 907, 1975, 1781)"
4896,"(2493, 1619, 3108, 3228)","(2580, 1641, 3098, 2256)"
4897,"(2374, 691, 4522, 3357)","(3087, 712, 4080, 1803)"
4898,"(425, 2597, 1417, 4057)","(540, 2633, 1101, 3158)"
4899,"(0, 1654, 2626, 4179)","(309, 1892, 1173, 2885)"
4900,"(468, 3287, 1410, 4647)","(525, 3273, 1101, 3777)"
4901,"(0, 2302, 2626, 4805)","(309, 2467, 1180, 3510)"
4902,"(1511, 194, 4328, 3195)","(2655, 216, 3756, 1295)"
4903,"(1824, 54, 3993, 3648)","(2946, 65, 3778, 874)"
4904,"(3648, 2137, 5472, 3648)","(3864, 2148, 5137, 3282)"
4905,"(1392, 0, 2569, 1662)",
4906,"(2536, 1198, 5472, 3648)","(3152, 1209, 4641, 2731)"
4907,"(205, 1198, 5472, 3648)","(2482, 1155, 3799, 2537)"
4908,"(137, 1288, 3267, 5352)","(237, 1288, 1511, 2690)"
4909,"(0, 676, 1453, 3690)","(101, 899, 1166, 1993)"
4910,"(1115, 1885, 1741, 3323)","(1223, 1913, 1676, 2424)"
4911,"(626, 619, 3223, 3884)","(1489, 640, 2504, 1230)"
4912,"(331, 885, 2036, 3849)","(525, 1122, 1554, 2223)"
4913,"(1698, 2187, 2360, 3510)","(1914, 2187, 2331, 2683)"
4914,"(892, 1007, 3648, 3978)","(1446, 1057, 2367, 2223)"
4915,"(0, 655, 2072, 3877)","(0, 640, 317, 1741)"
4916,"(1705, 2115, 2324, 3510)","(2036, 2122, 2295, 2618)"
4917,"(986, 633, 3648, 3935)","(1784, 662, 2885, 1762)"
4918,"(626, 259, 2569, 3648)","(1015, 270, 2061, 1436)"
4919,"(3659, 1554, 4209, 3260)","(3670, 1554, 4101, 2127)"
4920,"(2213, 378, 4501, 3648)","(3367, 453, 4231, 1403)"
4921,"(3184, 1241, 4609, 3217)","(3367, 1274, 3929, 1889)"
4922,"(1500, 151, 4274, 3443)","(2547, 173, 3551, 1079)"
4923,"(0, 1446, 1576, 4690)","(259, 1475, 1266, 2496)"
4924,"(2576, 2489, 3108, 3748)","(2619, 2496, 3101, 2935)"
4925,"(1346, 1482, 3411, 4525)","(1842, 1503, 2828, 2266)"
4926,"(94, 1590, 1813, 4841)","(108, 1611, 1101, 2640)"
4927,"(2892, 2568, 3583, 4079)","(2943, 2582, 3259, 2978)"
4928,"(1612, 1633, 3648, 4589)","(2382, 1676, 3295, 2511)"
4929,"(2709, 1511, 3875, 2828)","(2741, 1522, 3076, 2073)"
4930,"(1036, 324, 3670, 3411)","(2126, 345, 3249, 1306)"
4931,"(22, 180, 3648, 5287)","(158, 173, 1684, 1813)"
4932,"(115, 1194, 2943, 5251)","(813, 1230, 1964, 2532)"
4933,"(360, 424, 3044, 5143)","(1331, 1122, 2094, 1885)"
4934,"(173, 856, 3072, 5472)","(1072, 878, 2425, 2388)"
4935,"(443, 475, 3184, 3648)","(950, 507, 1910, 1468)"
4936,"(1489, 1144, 3842, 3648)","(2277, 1209, 3108, 2083)"
4937,"(712, 0, 4555, 3648)","(1500, 0, 2936, 1565)"
4938,"(1468, 0, 4760, 3648)","(2428, 0, 3626, 1198)"
4939,"(1392, 0, 4986, 2969)","(2299, 1036, 3745, 2645)"
4940,"(0, 547, 3576, 4345)","(633, 2913, 2058, 4302)"
4941,"(281, 2719, 979, 3489)","(295, 2762, 691, 3287)"
4942,"(259, 1367, 1367, 3043)","(439, 1388, 1295, 2410)"
4943,"(971, 1511, 2993, 4280)","(1655, 1511, 2547, 2503)"
4944,"(1856, 583, 4144, 3648)","(3216, 615, 3918, 1392)"
4945,"(1619, 572, 4177, 3648)","(2979, 594, 3724, 1500)"
4946,"(1975, 820, 4522, 3584)","(3173, 874, 4101, 1760)"
4947,"(130, 572, 3141, 1479)",
4948,"(2051, 399, 4501, 3238)","(2946, 410, 3788, 1295)"
4949,"(97, 184, 3087, 1015)",
4950,"(1241, 453, 4576, 3336)","(3216, 594, 4047, 1457)"
4951,"(0, 864, 993, 1662)",
4952,"(1694, 32, 3778, 3368)","(1748, 22, 2666, 928)"
4953,"(0, 1846, 1338, 3314)",
4954,"(2472, 281, 4619, 2915)","(3141, 324, 3972, 1101)"
4955,"(1381, 1392, 2126, 3292)","(1738, 1436, 2072, 2310)"
4956,"(446, 791, 2792, 4143)","(835, 777, 1842, 1669)"
4957,"(741, 1784, 3008, 4438)","(921, 1877, 1842, 3028)"
4958,"(1245, 2446, 3137, 4920)","(1792, 2467, 2353, 3215)"
4959,"(597, 360, 3087, 4985)","(806, 374, 2007, 1698)"
4960,"(684, 2165, 3468, 4366)","(1943, 2187, 2497, 2942)"
4961,"(0, 1230, 2597, 4769)","(763, 1561, 2137, 2805)"
4962,"(1565, 551, 4080, 3648)","(1856, 572, 2871, 1533)"
4963,"(1547, 554, 3382, 4287)","(2432, 633, 3274, 1633)"
4964,"(1310, 662, 3231, 4388)","(1784, 676, 2583, 1439)"
4965,"(0, 0, 3648, 5472)","(1223, 0, 3475, 2647)"
4966,"(1964, 3036, 3598, 5472)","(2079, 3050, 3590, 4431)"
4967,"(0, 0, 3648, 5472)","(489, 0, 2648, 2000)"
4968,"(597, 633, 2310, 3590)","(626, 647, 1461, 1547)"
4969,"(1712, 2676, 3008, 4474)","(1784, 2662, 2346, 3266)"
4970,"(453, 1338, 3008, 4136)","(1051, 2417, 1842, 3165)"
4971,"(1051, 1741, 1684, 2626)","(1072, 1777, 1583, 2302)"
4972,"(518, 2043, 1648, 3424)","(827, 2086, 1295, 2539)"
4973,"(964, 2086, 3116, 4647)","(1756, 2093, 2612, 2885)"
4974,"(648, 2151, 1367, 2935)","(712, 2165, 1238, 2741)"
4975,"(403, 2180, 1295, 3928)","(425, 2359, 971, 2899)"
4976,"(1079, 2259, 2950, 4726)","(1597, 2237, 2475, 2992)"
4977,"(2594, 2446, 3513, 3648)","(2706, 2457, 3549, 3253)"
4978,"(1229, 267, 3436, 3648)","(2006, 279, 3377, 1460)"
4979,"(997, 392, 3822, 3648)","(1893, 426, 3288, 1804)"
4980,"(1195, 744, 4653, 3648)","(2314, 744, 3835, 2022)"
4981,"(1796, 493, 3709, 3648)","(2072, 526, 3208, 1596)"
4982,"(1136, 2189, 2707, 3648)","(1437, 2172, 2723, 3217)"
4983,"(660, 134, 4954, 3648)","(627, 426, 2431, 2281)"
4984,"(894, 2657, 2590, 3648)","(1061, 2640, 2013, 3648)"
4985,"(476, 117, 4453, 3648)","(1078, 100, 2740, 1713)"
4986,"(1612, 2005, 2815, 3648)","(1972, 2014, 2548, 2548)"
4987,"(1504, 785, 3801, 3601)","(1688, 794, 2682, 1738)"
4988,"(1921, 1980, 3542, 3509)","(2556, 1980, 3091, 2465)"
4989,"(1838, 476, 4194, 3568)","(2005, 485, 3166, 1663)"
4990,"(1128, 301, 3835, 3648)","(2314, 376, 3584, 1897)"
4991,"(794, 109, 3793, 3648)","(2431, 109, 3584, 1629)"
4992,"(1312, 1061, 4068, 3648)","(2289, 1061, 3634, 2498)"
4993,"(1136, 1429, 3709, 3648)","(2155, 1437, 3584, 2807)"
4994,"(710, 961, 3576, 3648)","(1896, 986, 3325, 2766)"
4995,"(702, 844, 4094, 3648)","(2206, 844, 3258, 1888)"
4996,"(1470, 2106, 2481, 3648)","(1805, 2114, 2473, 2757)"
4997,"(1278, 836, 4261, 3648)","(1938, 844, 2924, 1847)"
4998,"(1470, 2156, 2556, 3648)","(1821, 2256, 2448, 2816)"
4999,"(1587, 961, 4169, 3648)","(1863, 961, 2916, 1980)"
5000,"(1546, 1287, 3860, 3648)","(2206, 1287, 3066, 2106)"
5001,"(1537, 1437, 3851, 3648)","(2164, 1429, 3074, 2264)"
5002,"(602, 652, 4169, 3648)","(1721, 652, 2999, 1947)"
5003,"(635, 409, 4185, 3648)","(1445, 401, 2598, 1705)"
5004,"(1178, 468, 4645, 3648)","(1546, 510, 2732, 1788)"
5005,"(1328, 493, 4787, 3648)","(1654, 493, 2840, 1813)"
5006,"(67, 1446, 2281, 3648)","(493, 1546, 1646, 2624)"
5007,"(1520, 0, 5021, 3648)","(1596, 17, 3325, 1638)"
5008,"(58, 184, 2155, 3610)","(401, 175, 1646, 1303)"
5009,"(1562, 0, 5088, 3648)","(2147, 0, 3993, 1245)"
5010,"(1128, 1663, 2765, 3648)",
5011,"(3233, 409, 5472, 3648)","(3225, 426, 4937, 2306)"
5012,"(1011, 2298, 1830, 3648)",
5013,"(2982, 702, 5472, 3648)","(2991, 710, 4628, 2548)"
5014,"(1454, 1947, 3108, 3648)","(1855, 1947, 2381, 2365)"
5015,"(1721, 944, 5405, 3648)","(1754, 1028, 2573, 2047)"
5016,"(1805, 2440, 3141, 3648)","(2139, 2356, 2673, 2824)"
5017,"(2122, 1312, 5472, 3648)","(2139, 1571, 3024, 2557)"
5018,"(1612, 2323, 3016, 3648)","(2072, 2239, 2640, 2490)"
5019,"(1972, 1203, 5472, 3648)","(1980, 1429, 2832, 2465)"
5020,"(1462, 259, 5447, 3648)","(1779, 251, 2982, 1562)"
5021,"(1604, 309, 5472, 3640)","(1988, 318, 3091, 1613)"
5022,"(1487, 493, 5472, 3648)","(2130, 635, 3350, 1913)"
5023,"(1529, 259, 5472, 3648)","(1938, 217, 3099, 1529)"
5024,"(1083, 2281, 2615, 3648)","(1290, 2304, 2051, 2950)"
5025,"(1312, 493, 3960, 3526)","(1679, 1019, 2840, 2147)"
5026,"(1071, 2304, 2546, 3648)","(1221, 2258, 1993, 2961)"
5027,"(1320, 426, 4478, 3501)","(1846, 911, 2966, 2039)"
5028,"(1637, 1019, 4703, 3648)","(1763, 1028, 2623, 1863)"
5029,"(1395, 1203, 4653, 3648)","(1771, 1228, 2690, 2189)"
5030,"(1855, 1303, 4478, 3648)","(1888, 1320, 2774, 2390)"
5031,"(1612, 1153, 4662, 3648)","(1880, 1170, 2707, 2206)"
5032,"(1621, 1320, 4436, 3648)","(1738, 1337, 2657, 2431)"
5033,"(2632, 2047, 4770, 3648)","(2682, 2064, 3517, 2983)"
5034,"(459, 125, 3935, 3648)","(1930, 159, 3567, 1738)"
5035,"(2941, 2440, 4670, 3648)","(2882, 2440, 3659, 3384)"
5036,"(510, 526, 3693, 3648)","(2139, 526, 3676, 2131)"
5037,"(2398, 2473, 4236, 3648)","(2456, 3066, 3233, 3648)"
5038,"(1328, 668, 5472, 3648)","(1328, 685, 2598, 2147)"
5039,"(2130, 2306, 3977, 3648)","(2105, 3493, 2648, 3648)"
5040,"(1253, 727, 5472, 3648)","(1245, 785, 2515, 2214)"
5041,"(2581, 2757, 3642, 3648)",
5042,"(1370, 978, 5422, 3648)","(1846, 1061, 2991, 2465)"
5043,"(1228, 927, 3642, 3648)","(1713, 936, 2607, 2030)"
5044,"(1295, 769, 3701, 3648)","(1671, 735, 2581, 1805)"
5045,"(1738, 836, 3918, 3648)","(2164, 852, 3108, 1947)"
5046,"(1805, 777, 3885, 3648)","(2356, 735, 3275, 1788)"
5047,"(834, 1721, 3003, 4785)","(1312, 1791, 2223, 2771)"
5048,"(896, 1937, 3057, 4947)","(1320, 1914, 2270, 2925)"
5049,"(541, 0, 4136, 3572)","(1728, 0, 2949, 887)"
5050,"(1117, 0, 3640, 3514)","(1302, 0, 2431, 634)"
5051,"(1487, 602, 3300, 3648)","(2038, 610, 2891, 1487)"
5052,"(1721, 735, 3693, 3648)","(2698, 744, 3634, 1646)"
5053,"(1621, 769, 3810, 3648)","(2999, 760, 3818, 1604)"
5054,"(1003, 2615, 2005, 3648)","(1203, 2615, 1930, 3376)"
5055,"(3617, 735, 5129, 3275)","(4286, 744, 5054, 1537)"
5056,"(1044, 401, 3676, 3648)","(1186, 434, 2364, 1671)"
5057,"(1136, 2540, 2197, 3648)","(1320, 2565, 2030, 3342)"
5058,"(3617, 944, 5305, 3275)","(4495, 927, 5305, 1888)"
5059,"(1161, 568, 3751, 3648)","(1345, 560, 2448, 1847)"
5060,"(635, 17, 2840, 3648)","(1103, 84, 2097, 1170)"
5061,"(1721, 142, 4720, 3648)","(2348, 150, 3968, 1646)"
5062,"(343, 0, 2657, 3025)","(710, 8, 1779, 760)"
5063,"(1404, 292, 4779, 3648)","(2297, 284, 3935, 1713)"
5064,"(1186, 501, 4511, 3648)","(2423, 460, 3567, 1696)"
5065,"(1412, 292, 4645, 3648)","(2523, 301, 3676, 1446)"
5066,"(24, 1303, 2338, 4853)","(1034, 1297, 2485, 2949)"
5067,"(1071, 288, 3648, 5472)","(1683, 275, 3428, 1695)"
5068,"(1230, 2393, 2865, 5472)","(1695, 2380, 2822, 3464)"
5069,"(484, 147, 3201, 5472)","(1016, 159, 2675, 2130)"
5070,"(1328, 2521, 3287, 5318)","(2099, 2503, 3330, 3635)"
5071,"(728, 214, 3342, 5472)","(1402, 196, 2981, 2166)"
5072,"(1108, 2478, 2265, 4528)","(1353, 2484, 2118, 3237)"
5073,"(0, 428, 3428, 4883)","(1102, 392, 2412, 1909)"
5074,"(1224, 2576, 2369, 4626)","(1438, 2588, 2155, 3298)"
5075,"(12, 343, 3397, 4895)","(1175, 355, 2454, 1811)"
5076,"(1243, 2797, 2252, 4804)","(1408, 2809, 2234, 3574)"
5077,"(0, 673, 3452, 5159)","(1145, 728, 2381, 2148)"
5078,"(1071, 2662, 2748, 4651)","(1224, 2668, 2210, 3457)"
5079,"(0, 245, 3336, 4987)","(998, 190, 2436, 1426)"
5080,"(655, 3041, 2326, 4846)","(1359, 3041, 2167, 3788)"
5081,"(0, 667, 3232, 5159)","(979, 655, 2350, 2123)"
5082,"(6, 551, 3648, 5472)","(1353, 618, 2987, 2374)"
5083,"(930, 655, 3648, 5472)","(961, 673, 2118, 1958)"
5084,"(1236, 2692, 2736, 4853)","(1255, 2723, 2032, 3512)"
5085,"(949, 704, 3648, 5472)","(985, 734, 2118, 1983)"
5086,"(1255, 2839, 2552, 4767)","(1291, 2864, 1965, 3659)"
5087,"(943, 434, 3648, 5472)","(979, 477, 2069, 1738)"
5088,"(1273, 2766, 2583, 4742)","(1304, 2790, 1940, 3629)"
5089,"(12, 496, 3428, 5454)","(1396, 514, 3158, 2380)"
5090,"(6, 281, 3379, 5472)","(1151, 300, 3085, 2264)"
5091,"(575, 471, 2607, 4608)","(790, 514, 2589, 2234)"
5092,"(1408, 893, 3128, 5472)","(1616, 906, 2822, 2087)"
5093,"(1646, 893, 3366, 5472)","(1732, 906, 2809, 2019)"
5094,"(0, 575, 3587, 5208)","(1879, 587, 3220, 2301)"
5095,"(12, 661, 3648, 4944)","(790, 685, 2424, 2460)"
5096,"(0, 581, 3630, 4914)","(465, 863, 2093, 2423)"
5097,"(490, 2766, 1732, 4620)","(808, 2790, 1573, 3457)"
5098,"(233, 1022, 3440, 4895)","(1347, 1071, 2467, 2350)"
5099,"(184, 2772, 1812, 4987)","(630, 2790, 1604, 3733)"
5100,"(0, 551, 3605, 5472)","(1518, 563, 2895, 2301)"
5101,"(361, 2423, 1842, 4902)","(716, 2417, 1726, 3323)"
5102,"(31, 281, 3648, 5116)","(2002, 306, 3299, 1946)"
5103,"(18, 2484, 1487, 4920)","(331, 2484, 1359, 3378)"
5104,"(18, 294, 3648, 5238)","(1744, 312, 3097, 2019)"
5105,"(545, 1989, 2650, 4351)","(1077, 2038, 1971, 2907)"
5106,"(147, 636, 3648, 4651)","(1389, 661, 2712, 2295)"
5107,"(282, 2582, 2448, 5055)","(839, 2607, 1830, 3500)"
5108,"(18, 526, 3648, 5214)","(1622, 545, 2950, 2117)"
5109,"(288, 740, 3562, 4589)","(1359, 777, 2491, 2123)"
5110,"(1781, 1120, 3648, 4149)",
5111,"(12, 1726, 2191, 5472)","(1126, 1750, 2038, 2833)"
5112,"(1824, 1224, 3648, 4051)",
5113,"(6, 1775, 2626, 5472)","(1310, 1824, 2155, 2962)"
5114,"(1408, 2760, 3354, 5348)","(2357, 2778, 3281, 3714)"
5115,"(918, 1591, 2681, 4430)","(1708, 1634, 2632, 2460)"
5116,"(6, 1334, 1763, 4369)","(1016, 1358, 1744, 2142)"
5117,"(18, 814, 3648, 4779)","(1138, 844, 2675, 2387)"
5118,"(24, 196, 3452, 5440)","(1751, 208, 3250, 1811)"
5119,"(1451, 1946, 2552, 3439)","(1702, 1995, 2522, 2784)"
5120,"(722, 214, 3164, 3610)","(1365, 226, 2479, 1750)"
5121,"(6, 2521, 3348, 5348)","(1940, 3476, 3305, 5097)"
5122,"(1383, 2215, 2240, 3029)","(1432, 2240, 2161, 2864)"
5123,"(900, 722, 3281, 3017)","(1096, 777, 2350, 2142)"
5124,"(18, 2613, 3648, 5312)",
5125,"(2901, 1139, 3783, 1892)","(3057, 1157, 3645, 1607)"
5126,"(2405, 73, 4058, 1983)","(3002, 119, 3865, 1175)"
5127,"(725, 1515, 5242, 3499)","(3819, 2645, 5187, 3453)"
5128,"(2800, 927, 3617, 1736)","(2975, 983, 3553, 1570)"
5129,"(2222, 0, 4205, 1855)","(2883, 9, 3728, 973)"
5130,"(670, 1451, 4930, 3443)","(3819, 2534, 4894, 3388)"
5131,"(18, 496, 3648, 5472)","(1279, 526, 3060, 2668)"
5132,"(18, 24, 3648, 5472)","(667, 12, 2620, 1964)"
5133,"(526, 373, 3648, 5472)","(1420, 367, 2999, 1885)"
5134,,
5135,"(12, 863, 1255, 5472)",
5136,"(6, 12, 3648, 5472)","(1028, 55, 3005, 2221)"
5137,"(12, 532, 3134, 4651)","(1451, 551, 2699, 1946)"
5138,,
5139,"(0, 0, 1383, 2295)",
5140,"(1347, 1781, 3489, 5391)","(1408, 1805, 2565, 3090)"
5141,"(6, 857, 2754, 5110)","(1334, 918, 2718, 2289)"
5142,"(1867, 1652, 3648, 5471)","(2038, 1689, 3189, 2907)"
5143,"(6, 863, 2993, 5244)","(1677, 930, 2938, 2081)"
5144,"(1744, 1640, 3648, 5434)","(1971, 1652, 3115, 2901)"
5145,"(0, 857, 2901, 5177)","(1518, 900, 2822, 2062)"
5146,"(1389, 1707, 3648, 5472)","(1512, 1726, 2822, 3017)"
5147,"(6, 661, 2552, 5177)","(1047, 710, 2522, 1897)"
5148,"(1322, 1658, 3648, 5472)","(1396, 1701, 2822, 3090)"
5149,"(6, 630, 3036, 5472)","(1438, 673, 2987, 2276)"
5150,"(643, 1579, 3305, 5472)","(673, 1615, 2136, 3060)"
5151,"(12, 569, 2320, 5452)","(777, 587, 2283, 2166)"
5152,"(1916, 1652, 3648, 5472)","(2136, 1689, 3556, 3158)"
5153,"(6, 349, 2816, 5472)","(961, 367, 2785, 2001)"
5154,"(1922, 1591, 3648, 5472)","(2020, 1622, 3458, 3078)"
5155,"(0, 190, 2865, 5472)","(1145, 220, 2840, 2050)"
5156,"(924, 1126, 3336, 4553)","(1243, 1144, 2338, 2209)"
5157,"(857, 1065, 3648, 5416)","(1151, 1089, 2448, 2429)"
5158,"(318, 716, 3073, 5091)","(924, 722, 2283, 2062)"
5159,"(404, 1022, 3171, 5079)","(1347, 1040, 2724, 2552)"
5160,"(12, 233, 2669, 4534)","(1316, 269, 2626, 1946)"
5161,"(6, 820, 2754, 5122)","(1487, 844, 2730, 2570)"
5162,"(514, 1316, 3373, 5006)","(1506, 1310, 2914, 2331)"
5163,"(2764, 349, 4875, 3544)","(3388, 422, 4416, 1396)"
5164,"(0, 0, 3642, 5446)","(0, 0, 2871, 3121)"
5165,"(0, 61, 3409, 5472)","(557, 80, 3073, 2484)"
5166,"(18, 80, 3354, 5472)","(526, 98, 2969, 2552)"
5167,"(12, 129, 3373, 5472)","(459, 153, 3054, 2442)"
5168,"(1389, 2552, 2993, 4828)","(1518, 2576, 2093, 3274)"
5169,"(12, 1389, 2987, 5472)","(820, 1401, 1959, 2423)"
5170,"(1634, 3408, 2663, 5472)","(1806, 3421, 2620, 4155)"
5171,"(441, 2252, 3220, 5472)","(514, 2282, 1585, 3494)"
5172,"(484, 428, 3091, 5472)","(1493, 453, 2877, 1977)"
5173,"(557, 361, 3648, 5428)","(1426, 392, 2754, 1756)"
5174,"(410, 545, 3648, 5472)","(2203, 606, 3648, 2319)"
5175,"(1438, 3072, 2216, 4161)","(1475, 3090, 1897, 3506)"
5176,"(643, 2570, 2393, 4626)","(1249, 2582, 1824, 3335)"
5177,"(1175, 2656, 2822, 4381)","(1451, 2680, 2106, 3317)"
5178,"(98, 1860, 2865, 5085)","(741, 2019, 1751, 3041)"
5179,,
5180,"(275, 2399, 2993, 5472)","(1102, 2968, 2185, 4326)"
5181,"(1735, 441, 5472, 3648)","(1800, 487, 4508, 3590)"
5182,"(92, 0, 5472, 3648)","(1414, 18, 4223, 2782)"
5183,"(1120, 2423, 2216, 4216)","(1285, 2460, 1812, 3060)"
5184,"(594, 906, 2718, 4277)","(765, 948, 1646, 1622)"
5185,"(1016, 2680, 2326, 3978)",
5186,"(116, 624, 3452, 4651)","(1120, 667, 2271, 1824)"
5187,"(1108, 2564, 2491, 3690)",
5188,"(318, 337, 3630, 4320)","(1451, 367, 2528, 1634)"
5189,"(220, 1683, 2436, 4039)","(802, 1683, 1561, 2435)"
5190,"(465, 2136, 2161, 4363)","(826, 2209, 1781, 3109)"
5191,"(1653, 275, 4122, 3636)","(2617, 321, 3893, 1690)"
